date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,property_age,is_renovated,sqft_living_scaled,sqft_lot_scaled,sqft_above_scaled,sqft_basement_scaled,property_age_scaled
2014-05-02 00:00:00,838000.0,4.0,2.5,3310,42998.0,2.0,0,0,3,3310,0.0,2001,0,15712 NE 136th Pl,Redmond,WA 98052,USA,13,0,1.3016,0.7882,1.7968,-0.665,-1.0154
2014-05-02 00:00:00,630000.0,4.0,2.75,2710,37277.0,2.0,0,0,3,2710,0.0,2000,0,26429 SE 154th Pl,Issaquah,WA 98027,USA,14,0,0.6472,0.6286,1.0775,-0.665,-0.9818
2014-05-02 00:00:00,550000.0,3.0,1.75,2910,35200.0,1.5,0,0,3,2910,0.0,1979,2014,3923 229th Pl SE,Sammamish,WA 98075,USA,35,1,0.8653,0.5707,1.3172,-0.665,-0.2762
2014-05-02 00:00:00,805000.0,3.0,2.0,2710,4500.0,1.5,0,0,4,1880,830.0,1929,0,6222 30th Ave NE,Seattle,WA 98115,USA,85,0,0.6472,-0.2853,0.0824,1.1893,1.404
2014-05-02 00:00:00,284000.0,3.0,1.75,1800,23103.0,1.0,0,0,3,1800,0.0,1968,1997,32418 NE 50th St,Carnation,WA 98014,USA,46,1,-0.3453,0.2334,-0.0135,-0.665,0.0935
2014-05-02 00:00:00,470000.0,5.0,2.5,2210,9655.0,1.0,0,0,3,1460,750.0,1976,0,19334 89th Ave NE,Bothell,WA 98011,USA,38,0,0.1019,-0.1415,-0.4211,1.0105,-0.1754
2014-05-02 00:00:00,430000.0,4.0,1.5,1920,10000.0,1.0,0,0,4,1070,850.0,1954,1979,4071 156th Ave SE,Bellevue,WA 98006,USA,60,1,-0.2144,-0.1319,-0.8887,1.2339,0.5639
2014-05-02 00:00:00,491500.0,4.0,1.75,2190,125452.0,1.0,0,2,3,2190,0.0,1968,1997,36850 204th Ave SE,Auburn,WA 98092,USA,46,1,0.08,3.0872,0.4541,-0.665,0.0935
2014-05-02 00:00:00,785000.0,5.0,3.25,3660,11995.0,2.0,0,2,3,3660,0.0,2006,0,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA,8,0,1.6833,-0.0763,2.2164,-0.665,-1.1835
2014-05-02 00:00:00,385000.0,3.0,3.25,1320,1327.0,2.0,0,0,3,1040,280.0,2008,0,3400 21st Ave W,Seattle,WA 98199,USA,6,0,-0.8688,-0.3737,-0.9246,-0.0395,-1.2507
2014-05-02 00:00:00,295000.0,2.0,2.5,1630,1368.0,2.0,0,0,3,1280,350.0,2009,0,5944-6082 Delridge Way SW,Seattle,WA 98106,USA,5,0,-0.5307,-0.3726,-0.6369,0.1169,-1.2843
2014-05-02 00:00:00,555000.0,4.0,2.5,3310,6500.0,2.0,0,0,3,3310,0.0,2012,1912,35229 SE Terrace St,Snoqualmie,WA 98065,USA,2,1,1.3016,-0.2295,1.7968,-0.665,-1.3851
2014-05-02 00:00:00,459990.0,3.0,2.5,2680,5539.0,2.0,0,0,3,2680,0.0,2013,1923,13800 453rd Ave SE,North Bend,WA 98045,USA,1,1,0.6145,-0.2563,1.0415,-0.665,-1.4187
2014-05-02 00:00:00,625000.0,4.0,3.25,2730,54014.0,1.0,0,0,3,1560,1170.0,2007,0,9927 174th Ave SE,Renton,WA 98059,USA,7,0,0.669,1.0953,-0.3012,1.9488,-1.2171
2014-05-02 00:00:00,300000.0,3.0,2.25,2540,5050.0,2.0,0,0,3,2540,0.0,2006,0,29734 215th Terrace SE,Kent,WA 98042,USA,8,0,0.4618,-0.2699,0.8737,-0.665,-1.1835
2014-05-03 00:00:00,625000.0,4.0,2.75,2920,6605.0,2.0,0,0,3,2920,0.0,2012,1912,5608 NE 5th Cir,Renton,WA 98059,USA,2,1,0.8762,-0.2266,1.3292,-0.665,-1.3851
2014-05-03 00:00:00,553000.0,2.0,1.0,900,5000.0,1.0,0,0,3,900,0.0,1944,0,8053 29th Ave NW,Seattle,WA 98117,USA,70,0,-1.3269,-0.2713,-1.0925,-0.665,0.8999
2014-05-03 00:00:00,379880.0,3.0,2.5,1650,14054.0,1.0,0,0,4,1130,520.0,1986,0,13256 242nd Pl SE,Issaquah,WA 98027,USA,28,0,-0.5089,-0.0189,-0.8167,0.4967,-0.5114
2014-05-03 00:00:00,310000.0,3.0,1.0,1010,9945.0,1.0,0,0,4,1010,0.0,1973,0,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA,41,0,-1.2069,-0.1334,-0.9606,-0.665,-0.0746
2014-05-04 00:00:00,775000.0,2.0,2.5,2680,7392.0,1.0,0,0,3,2680,0.0,2004,2003,13134 234th Ct NE,Redmond,WA 98053,USA,10,1,0.6145,-0.2046,1.0415,-0.665,-1.1163
2014-05-04 00:00:00,365000.0,3.0,2.5,2200,7350.0,1.0,0,0,5,1570,630.0,1988,0,13420 SE 182nd St,Renton,WA 98058,USA,26,0,0.091,-0.2058,-0.2892,0.7425,-0.5786
2014-05-04 00:00:00,331950.0,4.0,2.5,2530,9933.0,2.0,0,2,3,2010,520.0,1990,2009,925 48th Ct,Auburn,WA 98092,USA,24,1,0.4509,-0.1338,0.2383,0.4967,-0.6458
2014-05-04 00:00:00,783500.0,3.0,2.5,2850,7130.0,2.0,0,0,3,1990,860.0,1980,0,151 Euclid Ave,Seattle,WA 98122,USA,34,0,0.7999,-0.2119,0.2143,1.2563,-0.3098
2014-05-04 00:00:00,628000.0,4.0,2.0,2280,6010.0,1.0,0,0,3,1140,1140.0,1900,2005,205-206 Euclid Ave,Seattle,WA 98122,USA,114,1,0.1782,-0.2432,-0.8047,1.8818,2.3785
2014-05-05 00:00:00,560000.0,3.0,2.5,1900,8744.0,2.0,0,0,3,1900,0.0,1987,2000,22314 NE 11th Pl,Sammamish,WA 98074,USA,27,1,-0.2362,-0.1669,0.1064,-0.665,-0.545
2014-05-05 00:00:00,900000.0,3.0,1.0,1330,77972.0,1.0,0,0,3,1330,0.0,1928,1954,13615 NE 100th St,Kirkland,WA 98033,USA,86,1,-0.8579,1.7633,-0.577,-0.665,1.4376
2014-05-05 00:00:00,531000.0,2.0,3.0,1270,1175.0,2.0,0,0,3,1110,160.0,2000,0,1411 N 48th St,Seattle,WA 98103,USA,14,0,-0.9234,-0.378,-0.8407,-0.3076,-0.9818
2014-05-05 00:00:00,831000.0,4.0,3.0,2170,4000.0,2.0,0,0,4,1610,560.0,1982,2011,120 31st Ave E,Seattle,WA 98112,USA,32,1,0.0582,-0.2992,-0.2413,0.5861,-0.377
2014-05-05 00:00:00,780000.0,4.0,2.5,2730,10281.0,2.0,0,2,3,2730,0.0,1996,0,23140 NE 14th Ct,Sammamish,WA 98074,USA,18,0,0.669,-0.1241,1.1015,-0.665,-0.8474
2014-05-05 00:00:00,755000.0,4.0,2.5,2120,10202.0,1.0,0,0,4,1620,500.0,1960,2001,12645 SE 27th St,Bellevue,WA 98005,USA,54,1,0.0037,-0.1263,-0.2293,0.452,0.3623
2014-05-05 00:00:00,705380.0,3.0,2.5,2490,4343.0,2.0,0,0,3,2490,0.0,2003,0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,11,0,0.4072,-0.2896,0.8137,-0.665,-1.0827
2014-05-05 00:00:00,627000.0,4.0,2.25,1990,7712.0,1.0,0,0,3,1210,780.0,1973,2013,18915 SE 42nd Pl,Issaquah,WA 98027,USA,41,1,-0.1381,-0.1957,-0.7208,1.0776,-0.0746
2014-05-05 00:00:00,865000.0,4.0,2.25,3690,9892.0,2.0,0,0,3,3690,0.0,1998,2006,1765 267th Ct SE,Sammamish,WA 98075,USA,16,1,1.716,-0.1349,2.2524,-0.665,-0.9146
2014-05-05 00:00:00,580000.0,2.0,1.0,2540,7000.0,1.0,0,0,5,1320,1220.0,1942,0,8624 Island Dr S,Seattle,WA 98118,USA,72,0,0.4618,-0.2156,-0.5889,2.0605,0.9672
2014-05-05 00:00:00,410000.0,3.0,2.25,1800,36704.0,1.0,0,0,4,1360,440.0,1978,2000,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,36,1,-0.3453,0.6127,-0.541,0.318,-0.2426
2014-05-05 00:00:00,485000.0,4.0,3.0,2340,7048.0,1.0,0,0,4,1340,1000.0,1979,0,14319 85th Pl NE,Kirkland,WA 98034,USA,35,0,0.2436,-0.2142,-0.565,1.569,-0.2762
2014-05-05 00:00:00,400000.0,2.0,1.75,2110,9519.0,1.0,0,0,2,2110,0.0,1948,0,2120 NE 168th St,Shoreline,WA 98155,USA,66,0,-0.0072,-0.1453,0.3582,-0.665,0.7655
2014-05-05 00:00:00,549000.0,2.0,1.0,1140,5400.0,1.0,0,0,5,1140,0.0,1908,0,209 30th Ave E,Seattle,WA 98112,USA,106,0,-1.0651,-0.2602,-0.8047,-0.665,2.1097
2014-05-05 00:00:00,620000.0,3.0,1.75,1480,2185.0,2.5,0,0,3,1480,0.0,2005,0,10512 128th Ave NE,Kirkland,WA 98033,USA,9,0,-0.6943,-0.3498,-0.3971,-0.665,-1.1499
2014-05-05 00:00:00,405000.0,2.0,3.0,1410,7663.0,2.0,0,0,3,1140,270.0,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA,8,0,-0.7707,-0.1971,-0.8047,-0.0618,-1.1835
2014-05-05 00:00:00,232000.0,2.0,1.0,1200,8063.0,1.0,0,0,4,1200,0.0,1958,1972,20220 8th Ave S,Des Moines,WA 98198,USA,56,1,-0.9997,-0.1859,-0.7328,-0.665,0.4295
2014-05-05 00:00:00,800866.0,5.0,2.5,3180,13806.0,2.0,0,0,4,3180,0.0,1990,0,11821 NE 48th Pl,Kirkland,WA 98033,USA,24,0,1.1598,-0.0258,1.6409,-0.665,-0.6458
2014-05-05 00:00:00,650000.0,3.0,1.5,2160,9000.0,1.0,0,2,4,1400,760.0,1949,1985,13026 10th Ave NW,Seattle,WA 98177,USA,65,1,0.0473,-0.1598,-0.493,1.0329,0.7319
2014-05-05 00:00:00,823000.0,6.0,1.75,2920,5000.0,2.5,0,0,4,2780,140.0,1908,0,125 29th Ave,Seattle,WA 98122,USA,106,0,0.8762,-0.2713,1.1614,-0.3522,2.1097
2014-05-05 00:00:00,770000.0,3.0,2.0,2350,5700.0,1.5,0,0,4,1810,540.0,1939,1989,2171 Boyer Ave E,Seattle,WA 98112,USA,75,1,0.2546,-0.2518,-0.0015,0.5414,1.068
2014-05-05 00:00:00,524000.0,3.0,1.75,1560,5520.0,1.0,0,0,4,780,780.0,1944,0,3434 33rd Ave W,Seattle,WA 98199,USA,70,0,-0.6071,-0.2568,-1.2363,1.0776,0.8999
2014-05-05 00:00:00,541125.0,5.0,2.75,2740,8426.0,1.0,0,0,4,1370,1370.0,1960,2001,5211 116th Pl SE,Bellevue,WA 98006,USA,54,1,0.6799,-0.1758,-0.529,2.3956,0.3623
2014-05-05 00:00:00,670000.0,3.0,2.5,1680,2000.0,3.0,0,0,3,1680,0.0,1909,1998,3503 NE 44th St,Seattle,WA 98105,USA,105,1,-0.4762,-0.355,-0.1574,-0.665,2.0761
2014-05-05 00:00:00,384900.0,5.0,2.5,3090,12750.0,1.0,0,0,3,1750,1340.0,1968,1997,114 SW 292nd St,Federal Way,WA 98023,USA,46,1,1.0616,-0.0552,-0.0734,2.3286,0.0935
2014-05-05 00:00:00,406100.0,3.0,2.25,1410,1332.0,3.0,0,0,3,1410,0.0,2005,0,8536 Interlake Ave N,Seattle,WA 98103,USA,9,0,-0.7707,-0.3736,-0.4811,-0.665,-1.1499
2014-05-05 00:00:00,1395000.0,5.0,2.25,4010,8510.0,2.0,0,1,5,2850,1160.0,1971,0,3930 NE Belvoir Pl,Seattle,WA 98105,USA,43,0,2.0651,-0.1735,1.2453,1.9265,-0.0073
2014-05-05 00:00:00,736500.0,4.0,2.5,3180,21904.0,2.0,0,3,3,3180,0.0,2000,0,17132 SE 100th St,Renton,WA 98059,USA,14,0,1.1598,0.2,1.6409,-0.665,-0.9818
2014-05-05 00:00:00,570000.0,3.0,2.25,2010,6000.0,1.0,0,0,3,1330,680.0,1975,0,10204 168th Pl NE,Redmond,WA 98052,USA,39,0,-0.1163,-0.2434,-0.577,0.8542,-0.1418
2014-05-05 00:00:00,787000.0,3.0,1.75,1330,7500.0,1.0,0,0,3,1330,0.0,1961,2004,218 109th Ave SE,Bellevue,WA 98004,USA,53,1,-0.8579,-0.2016,-0.577,-0.665,0.3287
2014-05-05 00:00:00,328000.0,4.0,2.5,2370,6500.0,2.0,0,0,3,2370,0.0,1998,2006,12621 SE 300th Way,Auburn,WA 98092,USA,16,1,0.2764,-0.2295,0.6699,-0.665,-0.9146
2014-05-05 00:00:00,435000.0,5.0,2.0,1840,7663.0,1.0,0,0,4,1540,300.0,1942,1958,14013 Ashworth Ave N,Seattle,WA 98133,USA,72,1,-0.3017,-0.1971,-0.3252,0.0052,0.9672
2014-05-05 00:00:00,499000.0,4.0,2.5,2910,6479.0,2.0,0,0,3,2910,0.0,2006,0,34010 SE Sorenson St,Snoqualmie,WA 98065,USA,8,0,0.8653,-0.2301,1.3172,-0.665,-1.1835
2014-05-05 00:00:00,501000.0,4.0,1.0,2070,7519.0,1.0,0,0,3,1160,910.0,1963,2008,2506 166th Ave NE,Bellevue,WA 98008,USA,51,1,-0.0508,-0.2011,-0.7808,1.368,0.2615
2014-05-05 00:00:00,1090000.0,4.0,2.5,4340,141570.0,2.5,0,0,3,4340,0.0,1992,0,8814 218th Ave NE,Redmond,WA 98053,USA,22,0,2.425,3.5366,3.0316,-0.665,-0.713
2014-05-05 00:00:00,400000.0,2.0,1.0,840,5510.0,1.0,0,0,3,840,0.0,1955,2005,4515 SW Trenton St,Seattle,WA 98136,USA,59,1,-1.3923,-0.2571,-1.1644,-0.665,0.5303
2014-05-05 00:00:00,220000.0,4.0,1.5,1240,9600.0,1.0,0,0,3,1240,0.0,1971,0,4924 SW 314th Pl,Federal Way,WA 98023,USA,43,0,-0.9561,-0.1431,-0.6849,-0.665,-0.0073
2014-05-05 00:00:00,657100.0,4.0,1.0,1390,4240.0,1.0,0,0,3,1050,340.0,1924,2011,4312 Woodlawn Ave N,Seattle,WA 98103,USA,90,1,-0.7925,-0.2925,-0.9126,0.0946,1.572
2014-05-05 00:00:00,309950.0,4.0,2.75,2310,5000.0,2.0,0,0,3,2310,0.0,2006,0,22912 SE 268th Pl,Maple Valley,WA 98038,USA,8,0,0.2109,-0.2713,0.5979,-0.665,-1.1835
2014-05-05 00:00:00,300000.0,3.0,2.0,1050,10072.0,1.0,0,0,3,1050,0.0,1986,0,27106 NE Miller St,Duvall,WA 98019,USA,28,0,-1.1633,-0.1299,-0.9126,-0.665,-0.5114
2014-05-05 00:00:00,525888.0,5.0,1.75,2550,71874.0,1.0,0,0,5,1810,740.0,1960,0,13129 195th Pl SE,Issaquah,WA 98027,USA,54,0,0.4727,1.5933,-0.0015,0.9882,0.3623
2014-05-05 00:00:00,740000.0,4.0,2.25,2010,3600.0,1.5,0,0,3,2010,0.0,1902,0,1014 W Garfield St,Seattle,WA 98119,USA,112,0,-0.1163,-0.3104,0.2383,-0.665,2.3113
2014-05-05 00:00:00,340000.0,5.0,1.0,1120,9022.0,1.5,0,0,4,1120,0.0,1962,0,14150 75th Ave NE,Kirkland,WA 98034,USA,52,0,-1.087,-0.1592,-0.8287,-0.665,0.2951
2014-05-05 00:00:00,398750.0,3.0,2.5,2230,4000.0,2.0,0,0,3,2230,0.0,1954,2005,2601 21st Ave S,Seattle,WA 98144,USA,60,1,0.1237,-0.2992,0.502,-0.665,0.5639
2014-05-05 00:00:00,206000.0,2.0,1.0,810,7158.0,1.0,0,0,5,810,0.0,1944,0,12807 7th Ave S,Burien,WA 98168,USA,70,0,-1.4251,-0.2112,-1.2004,-0.665,0.8999
2014-05-05 00:00:00,1030000.0,5.0,2.75,3190,16920.0,1.0,0,3,3,1690,1500.0,1976,0,4529 135th Ave SE,Bellevue,WA 98006,USA,38,0,1.1707,0.061,-0.1454,2.6861,-0.1754
2014-05-05 00:00:00,600000.0,3.0,1.75,1670,39639.0,1.0,0,0,4,1670,0.0,1976,1992,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA,38,1,-0.4871,0.6945,-0.1693,-0.665,-0.1754
2014-05-05 00:00:00,379950.0,4.0,1.75,1970,9389.0,1.0,0,0,5,1140,830.0,1960,0,1701 N 204th Pl,Shoreline,WA 98133,USA,54,0,-0.1599,-0.1489,-0.8047,1.1893,0.3623
